ID;Label;raid5-fix-1024-12_loss.pth
['RAID/train/raid5-fix//N_1106.png'];0.0;0.04862252250313759
['RAID/train/raid5-fix//P_446.png'];1.0;0.9493491053581238
['RAID/train/raid5-fix//N_1434.png'];0.0;0.5846560001373291
['RAID/train/raid5-fix//N_1791.png'];0.0;0.06183779239654541
['RAID/train/raid5-fix//N_1234.png'];0.0;0.037152908742427826
['RAID/train/raid5-fix//P_650.png'];1.0;0.8709887266159058
['RAID/train/raid5-fix//P_268.png'];1.0;0.9927177429199219
['RAID/train/raid5-fix//P_666.png'];1.0;0.9980974793434143
['RAID/train/raid5-fix//N_988.png'];0.0;0.10048269480466843
['RAID/train/raid5-fix//N_1585.png'];0.0;0.08809089660644531
['RAID/train/raid5-fix//N_1858.png'];0.0;0.04442926496267319
['RAID/train/raid5-fix//P_192.png'];1.0;0.6988674998283386
['RAID/train/raid5-fix//N_1314.png'];0.0;0.14213378727436066
['RAID/train/raid5-fix//N_1339.png'];0.0;0.02252817712724209
['RAID/train/raid5-fix//P_211.png'];1.0;0.9383378624916077
['RAID/train/raid5-fix//N_1772.png'];0.0;0.0144417155534029
['RAID/train/raid5-fix//P_776.png'];1.0;0.9998975992202759
['RAID/train/raid5-fix//N_1486.png'];0.0;0.07306642830371857
['RAID/train/raid5-fix//N_1728.png'];0.0;0.05879949778318405
['RAID/train/raid5-fix//P_712.png'];1.0;0.8022555112838745
['RAID/train/raid5-fix//N_20.png'];0.0;0.1837288737297058
['RAID/train/raid5-fix//N_1465.png'];0.0;0.002709038555622101
['RAID/train/raid5-fix//P_648.png'];1.0;0.9961318969726562
['RAID/train/raid5-fix//N_837.png'];0.0;0.015606810338795185
['RAID/train/raid5-fix//N_1834.png'];0.0;0.04915493354201317
['RAID/train/raid5-fix//P_168.png'];1.0;0.8241717219352722
['RAID/train/raid5-fix//N_1064.png'];0.0;0.08926448971033096
['RAID/train/raid5-fix//N_1251.png'];0.0;0.04815935716032982
['RAID/train/raid5-fix//N_1538.png'];0.0;0.08411186188459396
['RAID/train/raid5-fix//N_175.png'];0.0;0.12100023031234741
['RAID/train/raid5-fix//N_809.png'];0.0;0.15308737754821777
['RAID/train/raid5-fix//N_1253.png'];0.0;0.04432429373264313
['RAID/train/raid5-fix//N_919.png'];0.0;0.0303655918687582
['RAID/train/raid5-fix//N_1467.png'];0.0;0.035728879272937775
['RAID/train/raid5-fix//P_525.png'];1.0;0.8761110901832581
['RAID/train/raid5-fix//P_410.png'];1.0;0.8744765520095825
['RAID/train/raid5-fix//P_254.png'];1.0;0.7440758347511292
['RAID/train/raid5-fix//N_872.png'];0.0;0.006710957270115614
['RAID/train/raid5-fix//N_1138.png'];0.0;0.04290612041950226
['RAID/train/raid5-fix//N_1237.png'];0.0;0.16253387928009033
['RAID/train/raid5-fix//N_1233.png'];0.0;0.12422267347574234
['RAID/train/raid5-fix//P_520.png'];1.0;0.9563729166984558
['RAID/train/raid5-fix//N_1426.png'];0.0;0.1660899519920349
['RAID/train/raid5-fix//P_72.png'];1.0;0.9971043467521667
['RAID/train/raid5-fix//N_1568.png'];0.0;0.10986856371164322
['RAID/train/raid5-fix//N_1391.png'];0.0;0.021720634773373604
['RAID/train/raid5-fix//N_1689.png'];0.0;0.04734591767191887
['RAID/train/raid5-fix//N_830.png'];0.0;0.03600899502635002
['RAID/train/raid5-fix//N_1835.png'];0.0;0.16342566907405853
['RAID/train/raid5-fix//N_1605.png'];0.0;0.022777382284402847
['RAID/train/raid5-fix//P_243.png'];1.0;0.464269757270813
['RAID/train/raid5-fix//P_668.png'];1.0;0.889897882938385
['RAID/train/raid5-fix//N_1284.png'];0.0;0.04642359912395477
['RAID/train/raid5-fix//N_1375.png'];0.0;0.03898792341351509
['RAID/train/raid5-fix//P_216.png'];1.0;0.5793011784553528
['RAID/train/raid5-fix//N_1394.png'];0.0;0.0704236552119255
['RAID/train/raid5-fix//N_1255.png'];0.0;0.01425102073699236
['RAID/train/raid5-fix//P_198.png'];1.0;0.9613150358200073
['RAID/train/raid5-fix//N_1557.png'];0.0;0.012506736442446709
['RAID/train/raid5-fix//P_336.png'];1.0;0.9412481784820557
['RAID/train/raid5-fix//P_236.png'];1.0;0.9450058341026306
['RAID/train/raid5-fix//N_914.png'];0.0;0.13205379247665405
['RAID/train/raid5-fix//N_92.png'];0.0;0.034783460199832916
['RAID/train/raid5-fix//N_1665.png'];0.0;0.09830545634031296
['RAID/train/raid5-fix//P_802.png'];1.0;0.93275386095047
['RAID/train/raid5-fix//N_899.png'];0.0;0.1754441112279892
['RAID/train/raid5-fix//P_547.png'];1.0;0.98045414686203
['RAID/train/raid5-fix//N_1235.png'];0.0;0.0781678706407547
['RAID/train/raid5-fix//N_1787.png'];0.0;0.008446808904409409
['RAID/train/raid5-fix//P_497.png'];1.0;0.9920877814292908
['RAID/train/raid5-fix//P_373.png'];1.0;0.9730009436607361
['RAID/train/raid5-fix//N_1238.png'];0.0;0.26011261343955994
['RAID/train/raid5-fix//N_1466.png'];0.0;0.1770847588777542
['RAID/train/raid5-fix//N_1714.png'];0.0;0.3744160234928131
['RAID/train/raid5-fix//N_846.png'];0.0;0.012660043314099312
['RAID/train/raid5-fix//N_1303.png'];0.0;0.09275075793266296
['RAID/train/raid5-fix//N_1280.png'];0.0;0.11987762153148651
['RAID/train/raid5-fix//P_566.png'];1.0;0.9829366207122803
['RAID/train/raid5-fix//N_1702.png'];0.0;0.095847487449646
['RAID/train/raid5-fix//P_347.png'];1.0;0.9777607321739197
['RAID/train/raid5-fix//N_1577.png'];0.0;0.04366900399327278
['RAID/train/raid5-fix//P_655.png'];1.0;0.8872266411781311
['RAID/train/raid5-fix//N_834.png'];0.0;0.15903756022453308
['RAID/train/raid5-fix//N_981.png'];0.0;0.047623466700315475
['RAID/train/raid5-fix//N_746.png'];0.0;0.2803145945072174
['RAID/train/raid5-fix//N_1615.png'];0.0;0.2670392394065857
['RAID/train/raid5-fix//N_274.png'];0.0;0.06898526847362518
['RAID/train/raid5-fix//P_490.png'];1.0;0.946215808391571
['RAID/train/raid5-fix//N_1454.png'];0.0;0.19375067949295044
['RAID/train/raid5-fix//P_641.png'];1.0;0.9922007918357849
['RAID/train/raid5-fix//P_606.png'];1.0;0.5933007597923279
['RAID/train/raid5-fix//N_558.png'];0.0;0.13394559919834137
['RAID/train/raid5-fix//N_784.png'];0.0;0.14634756743907928
['RAID/train/raid5-fix//P_232.png'];1.0;0.9921581745147705
['RAID/train/raid5-fix//P_133.png'];1.0;0.8771762847900391
['RAID/train/raid5-fix//N_285.png'];0.0;0.3040452301502228
['RAID/train/raid5-fix//P_387.png'];1.0;0.9614500999450684
['RAID/train/raid5-fix//P_383.png'];1.0;0.7564783692359924
['RAID/train/raid5-fix//P_73.png'];1.0;0.9539670348167419
['RAID/train/raid5-fix//N_1031.png'];0.0;0.505588173866272
['RAID/train/raid5-fix//N_1796.png'];0.0;0.14059098064899445
['RAID/train/raid5-fix//P_81.png'];1.0;0.9589670300483704
['RAID/train/raid5-fix//P_210.png'];1.0;0.786243200302124
['RAID/train/raid5-fix//N_1765.png'];0.0;0.060900427401065826
['RAID/train/raid5-fix//N_1445.png'];0.0;0.04986610636115074
['RAID/train/raid5-fix//P_156.png'];1.0;0.9664595723152161
['RAID/train/raid5-fix//N_1795.png'];0.0;0.1725456267595291
['RAID/train/raid5-fix//P_737.png'];1.0;0.2600005269050598
['RAID/train/raid5-fix//P_524.png'];1.0;0.9799025654792786
['RAID/train/raid5-fix//N_1012.png'];0.0;0.07053247839212418
['RAID/train/raid5-fix//N_1813.png'];0.0;0.1416611671447754
['RAID/train/raid5-fix//P_155.png'];1.0;0.8706558346748352
['RAID/train/raid5-fix//N_1136.png'];0.0;0.0931689441204071
['RAID/train/raid5-fix//N_1330.png'];0.0;0.1992492377758026
['RAID/train/raid5-fix//N_1317.png'];0.0;0.07639215886592865
['RAID/train/raid5-fix//N_1098.png'];0.0;0.036315470933914185
['RAID/train/raid5-fix//N_1578.png'];0.0;0.04608386754989624
['RAID/train/raid5-fix//P_729.png'];1.0;0.9729844927787781
['RAID/train/raid5-fix//P_356.png'];1.0;0.8063185811042786
['RAID/train/raid5-fix//N_1712.png'];0.0;0.04320983216166496
['RAID/train/raid5-fix//P_339.png'];1.0;0.982996940612793
['RAID/train/raid5-fix//P_58.png'];1.0;0.7379444241523743
['RAID/train/raid5-fix//N_1551.png'];0.0;0.06941893696784973
['RAID/train/raid5-fix//N_493.png'];0.0;0.5912449955940247
['RAID/train/raid5-fix//N_1096.png'];0.0;0.23646411299705505
['RAID/train/raid5-fix//P_721.png'];1.0;0.729356586933136
['RAID/train/raid5-fix//N_1853.png'];0.0;0.14274314045906067
['RAID/train/raid5-fix//N_1564.png'];0.0;0.017313752323389053
['RAID/train/raid5-fix//N_1804.png'];0.0;0.03661138936877251
['RAID/train/raid5-fix//N_833.png'];0.0;0.12640230357646942
['RAID/train/raid5-fix//P_621.png'];1.0;0.9402391910552979
['RAID/train/raid5-fix//P_112.png'];1.0;0.9497467875480652
